n_estimators,test-mlogloss-mean,test-mlogloss-std,train-mlogloss-mean,train-mlogloss-std
261,0.65769,0.0010742709155515864,0.642334,0.0014186784930584548
262,0.6573883333333334,0.001081231499520589,0.6419723333333334,0.0014066473932328985
263,0.6570766666666666,0.001083242765444987,0.6416143333333333,0.0014017934544321802
264,0.6567863333333334,0.0010894222729910064,0.6412680000000001,0.00140604622968092
265,0.6564776666666666,0.0010874055769991547,0.6409143333333334,0.0014035776509414024
266,0.6561816666666668,0.001084781186333084,0.6405756666666665,0.0014041496438137026
267,0.6558849999999999,0.0010881948354959238,0.6402223333333333,0.0014050946191943336
268,0.655593,0.0010880205267671376,0.63988,0.0014066672195891228
269,0.655316,0.0010922151802644174,0.6395446666666667,0.0014103830055067553
270,0.6550356666666667,0.0010968701938799167,0.6392203333333334,0.0014063566008978249
271,0.6547506666666667,0.0011026082209419947,0.6388823333333333,0.0014050993638252641
272,0.6544663333333333,0.0010976928329708305,0.6385393333333332,0.001408054528615847
273,0.6541886666666666,0.0011015523389996302,0.6382136666666667,0.0014137515890550057
274,0.653915,0.0011130627415678741,0.637888,0.0014084722219483415
275,0.6536516666666666,0.00111304577124613,0.6375596666666666,0.0014103203733746362
276,0.6533836666666667,0.0011202625684285524,0.6372316666666666,0.001412697262528536
277,0.6531196666666667,0.0011193546751985964,0.636907,0.001417184768005451
278,0.652848,0.0011296450770042741,0.6365873333333333,0.001421061653209356
279,0.6525850000000001,0.0011310900347305164,0.636267,0.0014224178945255923
280,0.6523196666666666,0.0011308216285319016,0.6359536666666666,0.0014212263092914688
281,0.652051,0.0011356410817976931,0.635633,0.0014237108788889043
282,0.6517926666666667,0.0011358768516974839,0.6353216666666667,0.001430030613502942
283,0.6515340000000001,0.0011467452492452935,0.63501,0.0014272759602356774
284,0.6512796666666666,0.0011411994664484366,0.6346966666666667,0.0014303021436823373
285,0.6510306666666666,0.0011408974050671117,0.6343960000000001,0.001433333410852723
286,0.6507736666666667,0.0011453914420649573,0.6340893333333334,0.0014388093071085626
